item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,risk_tag,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,tactical_note,confidence,overstock_score
WMA19798,Del Monte Beef,Perishable,Meat,8,0,207,0,1.86,1.86,47,0.11,1,2025-06-19,2025-06-20,5.49,1468.92,48.96,1,3.819444515866133,70.86,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.86 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WME7F6CA,Organic Rice,Perishable,Grocery,397,166,438,0,2.75,2.75,68,0.0,11,2025-06-29,2025-07-10,7.14,2135.59,71.19,8,1.8120521923871955,61.83,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.75 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM137B1C,Uncle Ben's Beef,Perishable,Meat,6,0,164,0,5.93,5.93,57,0.68,2,2025-06-29,2025-07-01,6.07,1688.74,56.29,2,1.9541658946688167,67.48,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.93 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM6EBC4C,Tyson Milk,Perishable,Dairy,15,0,55,0,0.91,0.91,19,0.0,1,2025-06-29,2025-06-30,5.03,621.4,20.71,1,0.5794302525583892,70.12,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $0.91 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM8CD71D,Fresh Apples,Perishable,Produce,11,0,332,0,9.06,9.06,66,1.6,1,2025-06-20,2025-06-21,3.38,2178.5,72.62,2,2.4235746811271457,53.52,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM1E7581,Fresh Apples,Perishable,Produce,14,0,364,0,3.44,3.44,16,0.7,2,2025-06-19,2025-06-21,5.98,510.98,17.03,0,12.155020061879627,66.92,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.44 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMAEEBB6,Barilla Cleaner,Perishable,Household,668,304,124,0,16.0,16.0,22,2.91,12,2025-07-01,2025-07-13,7.87,667.94,22.26,2,3.728661237492236,53.28,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM868ACE,Kellogg's Chicken,Perishable,Meat,3,0,361,0,7.62,7.62,60,0.77,2,2025-06-29,2025-07-01,6.2,1864.89,62.16,0,3.3140283221634586,67.1,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.62 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM447B25,Great Value Sauce,Perishable,Grocery,396,201,328,0,1.58,1.58,59,0.2,10,2025-06-20,2025-06-30,5.23,1702.31,56.74,6,4.124074604826889,48.62,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM9F7A68,Barilla Bacon 12oz,Perishable,Meat,10,0,145,0,0.64,0.64,58,0.05,1,2025-06-17,2025-06-18,7.89,1677.77,55.93,1,2.3064544841073835,81.06,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $0.64 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,0.0
WM41B4B2,Potatoes,Perishable,Produce,7,0,438,0,1.9,1.9,31,0.46,1,2025-06-30,2025-07-01,4.89,930.21,31.01,0,3.386004489680912,64.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.90 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMA02A5B,Carrots 12oz,Perishable,Produce,4,0,112,0,2.23,2.23,23,0.27,2,2025-06-30,2025-07-02,6.91,683.97,22.8,0,2.3684211318842947,74.94,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.23 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMF6189D,Heinz Yogurt 16oz,Perishable,Dairy,18,0,89,0,4.88,4.88,66,0.34,2,2025-06-23,2025-06-25,0.43,2014.51,67.15,2,1.1913625939259114,48.32,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM83953C,Uncle Ben's Pasta 12oz,Perishable,Grocery,686,0,174,0,7.61,7.61,28,1.09,11,2025-06-25,2025-07-06,0.4,835.5,27.85,3,2.190305176461935,41.6,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMC2EC38,Kellogg's Cheese,Perishable,Dairy,17,0,452,0,5.56,5.56,8,0.46,1,2025-06-27,2025-06-28,5.41,229.25,7.64,0,34.81675453514899,67.04,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.56 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMDF5A25,Great Value Beans,Perishable,Grocery,350,247,317,1421,8.0,8.0,4,1.02,11,2025-06-24,2025-07-05,3.28,145.44,4.85,2,29.69072223330473,54.89,🟠 MEDIUM RISK – Monitor,433,3464.0,RETURN to Supplier,1420.24,1443.33,21650,108.25,100.0,0.41,Action: Return to supplier. Potential loss avoided: $3464.00.,⚠️ Moderate confidence,355.25
WM4289AC,Heinz Butter,Perishable,Dairy,39,0,210,0,6.25,6.25,48,0.61,1,2025-06-18,2025-06-19,4.03,1444.74,48.16,1,0.9136212653531466,60.02,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.25 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM86733B,Sara Lee Pork 16oz,Perishable,Meat,9,0,492,0,4.28,4.28,20,0.4,1,2025-06-24,2025-06-25,5.55,1691.5,56.38,1,7.928343233976868,68.2,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.28 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMF50620,Organic Apples 12oz,Perishable,Produce,6,0,134,0,4.54,4.54,22,1.07,2,2025-06-26,2025-06-28,4.39,661.78,22.06,0,4.487760761410826,57.56,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM5CE2E8,Campbell's Milk 12oz,Perishable,Dairy,24,0,296,0,2.42,2.42,3,0.0,2,2025-06-17,2025-06-19,3.79,119.27,3.98,2,41.7085425136866,65.16,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.42 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMDC3457,Kellogg's Paper Towels 16oz,Non-Perishable,Household,386,81,466,0,2.87,2.87,50,0.48,12,2025-06-29,2025-07-11,6.39,1524.84,50.83,0,3.855990417853053,62.37,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.87 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM52A180,Organic Rice,Non-Perishable,Grocery,547,309,253,0,9.05,9.05,75,0.0,11,2025-07-01,2025-07-12,8.02,2298.83,76.63,10,1.4093697490662878,59.48,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WME3CDD1,Barilla Batteries,Perishable,Electronics,481,95,378,662,25.01,25.01,8,9.12,11,2025-06-19,2025-06-30,4.94,238.61,7.95,11,21.1320759786948,81.86,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $25.01 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,82.75
WM3437F2,Barilla Beans 16oz,Perishable,Grocery,385,210,272,138,1.48,1.48,30,0.2,11,2025-06-17,2025-06-28,0.61,922.99,30.77,10,3.477413012940093,56.22,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,4.6
WMEC2881,Barilla Beef 16oz,Perishable,Meat,3,0,304,0,6.19,6.19,60,0.72,1,2025-06-25,2025-06-26,5.65,1834.24,61.14,0,2.109911699178736,65.4,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.19 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM05453C,Organic Rolls,Perishable,Bakery,37,0,442,0,5.87,5.87,67,0.68,1,2025-06-20,2025-06-21,5.88,2012.66,67.09,1,1.6693994054780623,66.72,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.87 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM9CA006,Tyson Bread 16oz,Perishable,Bakery,55,0,100,0,8.47,8.47,13,0.0,2,2025-06-27,2025-06-29,7.19,401.57,13.39,1,1.5683345378308489,78.76,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.47 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMD3BC11,Barilla Bread,Perishable,Bakery,3,0,229,0,9.24,9.24,20,0.0,1,2025-06-21,2025-06-22,3.36,616.74,20.56,0,6.32295736268597,63.44,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.24 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM3D1BD6,Uncle Ben's Sauce 12oz,Non-Perishable,Grocery,475,370,213,0,6.51,6.51,30,1.3,7,2025-06-19,2025-06-26,2.79,901.91,30.06,3,3.7924152370382,20.0,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMBD7173,Del Monte Pasta,Perishable,Grocery,446,144,331,1114,8.45,8.45,15,1.02,10,2025-06-26,2025-07-06,3.0,443.43,14.78,10,15.561569969917963,69.09,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.45 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,74.27
WM3541F4,Kellogg's Bread,Perishable,Bakery,22,0,388,0,9.03,9.03,34,0.0,1,2025-06-25,2025-06-26,0.65,1036.91,34.56,1,8.767360762727495,52.6,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMA92C60,Fresh Potatoes,Perishable,Produce,5,0,157,0,2.81,2.81,40,0.54,1,2025-06-27,2025-06-28,5.51,1188.02,39.6,2,3.636363776481081,66.64,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.81 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM5B4E84,Del Monte Cereal,Perishable,Grocery,335,4,61,3,6.04,6.04,4,1.2,9,2025-06-25,2025-07-04,3.37,134.02,4.47,1,11.633110165709988,57.5,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.75
WMD2B157,Canned Pasta 16oz,Non-Perishable,Grocery,483,77,476,1584,1.83,1.62,7,0.26,12,2025-07-01,2025-07-13,4.94,229.08,7.64,2,24.214660109032188,90.78,🔴 HIGH RISK – Act Now,1045,1912.35,Strategic Discount - Tier 1,5162.3,3483.33,52250,261.25,100.0,2.699,Action: Apply Tier 1 Strategic Discount. New price: $1.62 (11.5% reduction). Risk factor: 🔴 HIGH RISK – Act Now. 🌱 High sustainability impact.,✅ Confident action,226.29
WM0245B5,Great Value Cream 12oz,Perishable,Dairy,25,0,340,0,1.76,1.76,76,0.14,2,2025-06-27,2025-06-29,7.3,1338.56,44.62,3,5.042581922592079,77.8,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.76 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM935D45,Tyson Bacon,Perishable,Meat,10,0,142,0,1.8,1.8,27,0.24,2,2025-06-23,2025-06-25,6.97,820.55,27.35,3,5.118829910322535,75.48,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.80 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMFDCA8E,Organic Cream 16oz,Perishable,Dairy,24,0,71,0,7.51,7.51,6,0.66,1,2025-06-28,2025-06-29,2.19,195.18,6.51,0,9.370199363338182,52.16,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM42E739,Organic Avocados 12oz,Perishable,Produce,7,0,110,0,3.06,3.06,83,0.57,2,2025-06-21,2025-06-23,4.44,2529.57,84.32,1,0.7945920332363644,62.06,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.06 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMCA836A,Kellogg's Cream 16oz,Perishable,Dairy,22,0,235,0,6.18,6.18,34,0.5,2,2025-07-01,2025-07-03,3.81,1035.85,34.53,2,2.9539531887025743,60.24,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.18 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
