item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,risk_tag,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,tactical_note,confidence,overstock_score
WMCC153D,Great Value Rice 12oz,Perishable,Grocery,505,434,158,0,7.74,7.74,40,0.0,11,2025-06-26,2025-07-07,7.77,1173.71,39.12,5,1.8660532206840457,46.7,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WME521CE,Great Value Croissants,Perishable,Bakery,51,0,149,0,8.19,8.19,50,1.0,2,2025-06-21,2025-06-23,0.06,1520.65,50.69,3,1.2625764792638574,40.24,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMBE8D91,Tyson Rolls Organic,Perishable,Bakery,17,0,417,417,5.53,5.53,38,0.94,1,2025-06-29,2025-06-30,6.56,1200.07,40.0,2,5.775,96.84,🔴 HIGH RISK – Act Now,417,2306.01,DONATE,2735.52,1390.0,20850,104.25,100.0,1.186,"Action: Donate. Potential savings: $2306.01, CO₂ reduction: 2735.52kg. 🌱 High sustainability impact.",✅ Confident action,10.97
WM33D398,Fresh Lettuce 16oz,Perishable,Produce,10,0,122,0,6.26,6.26,74,0.99,2,2025-06-19,2025-06-21,2.57,2243.43,74.78,3,0.4546670306902041,50.38,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMD08895,Great Value Sauce,Non-Perishable,Grocery,453,273,374,0,5.65,5.65,69,1.13,11,2025-06-26,2025-07-07,6.44,2097.71,69.92,5,4.018878823781277,41.65,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM17F0FC,Uncle Ben's Croissants,Perishable,Bakery,31,0,271,0,7.36,7.36,12,0.92,1,2025-06-20,2025-06-21,4.73,370.5,12.35,2,18.461537891294103,59.72,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM46B7BD,Barilla Croissants 16oz,Perishable,Bakery,55,0,484,0,8.6,8.6,42,1.31,1,2025-06-30,2025-07-01,4.32,1274.17,42.47,1,2.5900634998422745,57.28,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM95FA67,Uncle Ben's Yogurt Organic,Perishable,Dairy,38,0,113,0,8.84,8.84,64,0.75,1,2025-06-19,2025-06-20,7.11,1990.56,66.35,1,0.9947249663576464,70.94,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.84 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM413B05,Organic Croissants,Perishable,Bakery,7,0,332,332,1.17,1.17,17,0.12,1,2025-06-17,2025-06-18,4.18,524.33,17.48,2,16.01830705564068,95.52,🔴 HIGH RISK – Act Now,332,388.44,DONATE,1387.76,1106.67,16600,83.0,100.0,3.573,"Action: Donate. Potential savings: $388.44, CO₂ reduction: 1387.76kg. 🌱 High sustainability impact.",✅ Confident action,19.53
WM30CBCD,Canned Flakes 16oz,Perishable,Grocery,315,195,212,0,5.46,5.46,55,0.63,7,2025-06-19,2025-06-26,2.46,1680.15,56.0,5,3.392857142857143,28.78,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM66AE51,Heinz Rice,Perishable,Grocery,707,441,68,0,4.62,4.62,65,0.0,7,2025-06-17,2025-06-24,3.84,2024.68,67.49,3,0.6815824782340681,40.41,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMB9543C,Fresh Bananas,Perishable,Produce,8,0,92,0,9.38,9.38,54,1.37,1,2025-06-19,2025-06-20,5.45,1600.98,53.37,2,1.4614952512843422,61.8,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.38 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM49124C,Organic Bread 16oz,Perishable,Bakery,22,0,92,0,9.81,9.81,2,0.0,1,2025-06-18,2025-06-19,6.2,192.83,6.43,2,10.730948964555129,74.8,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.81 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM2A000F,Del Monte Croissants 12oz,Perishable,Bakery,53,0,56,0,5.26,5.26,57,0.94,2,2025-06-30,2025-07-02,8.09,1740.65,58.02,2,0.2412961028876837,72.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.26 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM3061B3,Campbell's Pasta 12oz,Perishable,Grocery,570,197,295,1109,4.17,4.17,16,0.47,9,2025-06-22,2025-07-01,5.42,476.93,15.9,10,4.528301995434599,83.16,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $4.17 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,69.31
WMA1E822,Organic Carrots,Perishable,Produce,11,0,444,444,8.13,8.13,19,1.46,2,2025-07-01,2025-07-03,3.58,591.23,19.71,4,9.233891854585512,84.32,🔴 HIGH RISK – Act Now,444,3609.72,DONATE,1589.52,1480.0,22200,111.0,100.0,0.44,"Action: Donate. Potential savings: $3609.72, CO₂ reduction: 1589.52kg.",✅ Confident action,23.37
WMFE9B2C,Apples,Perishable,Produce,14,0,243,243,7.67,7.67,74,1.61,1,2025-06-21,2025-06-22,5.04,2307.81,76.93,1,1.2608865152113349,79.86,🔴 HIGH RISK – Act Now,243,1863.81,DONATE,1224.72,810.0,12150,60.75,100.0,0.657,"Action: Donate. Potential savings: $1863.81, CO₂ reduction: 1224.72kg.",✅ Confident action,3.28
WMA6C3D8,Tyson Sauce,Perishable,Grocery,699,601,308,1545,4.76,4.76,2,0.49,12,2025-06-25,2025-07-07,2.61,83.52,2.78,12,54.67625955550372,51.15,🟠 MEDIUM RISK – Monitor,343,1632.68,RETURN to Supplier,895.23,1143.33,17150,85.75,100.0,0.548,Action: Return to supplier. Potential loss avoided: $1632.68.,⚠️ Moderate confidence,772.5
WMA19798,Del Monte Beef,Perishable,Meat,8,0,207,0,1.86,1.86,47,0.11,1,2025-06-19,2025-06-20,5.49,1468.92,48.96,2,3.819444515866133,70.86,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.86 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WME7F6CA,Organic Rice,Perishable,Grocery,397,167,438,17,2.75,2.75,68,0.0,11,2025-06-29,2025-07-10,7.14,2135.59,71.19,9,1.8120521923871955,63.23,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.75 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.25
WM137B1C,Uncle Ben's Beef,Perishable,Meat,6,0,164,0,5.93,5.93,57,0.68,2,2025-06-29,2025-07-01,6.07,1688.74,56.29,3,1.9541658946688167,67.48,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.93 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM6EBC4C,Tyson Milk,Perishable,Dairy,15,0,55,55,0.91,0.91,19,0.0,1,2025-06-29,2025-06-30,5.03,621.4,20.71,2,0.5794302525583892,87.49,🔴 HIGH RISK – Act Now,55,50.05,Strategic Discount - Tier 1,276.65,183.33,2750,13.75,100.0,5.527,Action: Apply Tier 1 Strategic Discount. New price: $0.91 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now. 🌱 High sustainability impact.,✅ Confident action,2.89
WM8CD71D,Fresh Apples,Perishable,Produce,11,0,332,332,9.06,9.06,66,1.6,1,2025-06-20,2025-06-21,3.38,2178.5,72.62,3,2.4235746811271457,83.52,🔴 HIGH RISK – Act Now,332,3007.92,DONATE,1122.16,1106.67,16600,83.0,100.0,0.373,"Action: Donate. Potential savings: $3007.92, CO₂ reduction: 1122.16kg.",✅ Confident action,5.03
WM1E7581,Fresh Apples,Perishable,Produce,14,0,364,0,3.44,3.44,16,0.7,2,2025-06-19,2025-06-21,5.98,510.98,17.03,1,12.155020061879627,66.92,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.44 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMAEEBB6,Barilla Cleaner,Perishable,Household,668,305,124,0,16.0,16.0,22,2.91,12,2025-07-01,2025-07-13,7.87,667.94,22.26,3,3.728661237492236,53.22,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM868ACE,Kellogg's Chicken,Perishable,Meat,3,0,361,0,7.62,7.62,60,0.77,2,2025-06-29,2025-07-01,6.2,1864.89,62.16,1,3.3140283221634586,67.1,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.62 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM447B25,Great Value Sauce,Perishable,Grocery,396,202,328,0,1.58,1.58,59,0.2,10,2025-06-20,2025-06-30,5.23,1702.31,56.74,7,4.124074604826889,48.52,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM9F7A68,Barilla Bacon 12oz,Perishable,Meat,10,0,145,0,0.64,0.64,58,0.05,1,2025-06-17,2025-06-18,7.89,1677.77,55.93,2,2.3064544841073835,81.06,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $0.64 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,0.0
WM41B4B2,Potatoes,Perishable,Produce,7,0,438,0,1.9,1.9,31,0.46,1,2025-06-30,2025-07-01,4.89,930.21,31.01,1,3.386004489680912,64.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.90 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMA02A5B,Carrots 12oz,Perishable,Produce,4,0,112,0,2.23,2.23,23,0.27,2,2025-06-30,2025-07-02,6.91,683.97,22.8,1,2.3684211318842947,74.94,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.23 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMF6189D,Heinz Yogurt 16oz,Perishable,Dairy,18,0,89,0,4.88,4.88,66,0.34,2,2025-06-23,2025-06-25,0.43,2014.51,67.15,3,1.1913625939259114,48.32,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM83953C,Uncle Ben's Pasta 12oz,Perishable,Grocery,686,0,174,0,7.61,7.61,28,1.09,11,2025-06-25,2025-07-06,0.4,835.5,27.85,4,2.190305176461935,41.6,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMC2EC38,Kellogg's Cheese,Perishable,Dairy,17,0,452,0,5.56,5.56,8,0.46,1,2025-06-27,2025-06-28,5.41,229.25,7.64,1,34.81675453514899,67.04,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.56 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMDF5A25,Great Value Beans,Perishable,Grocery,350,248,317,1430,8.0,7.18,4,1.02,11,2025-06-24,2025-07-05,3.28,145.44,4.85,3,29.69072223330473,54.78,🟠 MEDIUM RISK – Monitor,438,3504.0,RETURN to Supplier,1436.64,1460.0,21900,109.5,100.0,0.41,Action: Return to supplier. Potential loss avoided: $3504.00.,⚠️ Moderate confidence,357.5
WM4289AC,Heinz Butter,Perishable,Dairy,39,0,210,0,6.25,6.25,48,0.61,1,2025-06-18,2025-06-19,4.03,1444.74,48.16,2,0.9136212653531466,60.02,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.25 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM86733B,Sara Lee Pork 16oz,Perishable,Meat,9,0,492,0,4.28,4.28,20,0.4,1,2025-06-24,2025-06-25,5.55,1691.5,56.38,2,7.928343233976868,68.2,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.28 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMF50620,Organic Apples 12oz,Perishable,Produce,6,0,134,0,4.54,4.54,22,1.07,2,2025-06-26,2025-06-28,4.39,661.78,22.06,1,4.487760761410826,57.56,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM5CE2E8,Campbell's Milk 12oz,Perishable,Dairy,24,0,296,296,2.42,2.42,3,0.0,2,2025-06-17,2025-06-19,3.79,119.27,3.98,3,41.7085425136866,95.16,🔴 HIGH RISK – Act Now,296,716.32,DONATE,1121.84,986.67,14800,74.0,100.0,1.566,"Action: Donate. Potential savings: $716.32, CO₂ reduction: 1121.84kg. 🌱 High sustainability impact.",✅ Confident action,98.67
WMDC3457,Kellogg's Paper Towels 16oz,Non-Perishable,Household,386,82,466,0,2.87,2.87,50,0.48,12,2025-06-29,2025-07-11,6.39,1524.84,50.83,1,3.855990417853053,62.26,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.87 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM52A180,Organic Rice,Non-Perishable,Grocery,547,310,253,0,9.05,9.05,75,0.0,11,2025-07-01,2025-07-12,8.02,2298.83,76.63,11,1.4093697490662878,59.41,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WME3CDD1,Barilla Batteries,Perishable,Electronics,481,96,378,757,25.01,25.01,8,9.12,11,2025-06-19,2025-06-30,4.94,238.61,7.95,12,21.1320759786948,81.78,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $25.01 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,94.62
WM3437F2,Barilla Beans 16oz,Perishable,Grocery,385,211,272,186,1.48,1.48,30,0.2,11,2025-06-17,2025-06-28,0.61,922.99,30.77,11,3.477413012940093,58.52,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,6.2
WMEC2881,Barilla Beef 16oz,Perishable,Meat,3,0,304,0,6.19,6.19,60,0.72,1,2025-06-25,2025-06-26,5.65,1834.24,61.14,1,2.109911699178736,65.4,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.19 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM05453C,Organic Rolls,Perishable,Bakery,37,0,442,442,5.87,5.87,67,0.68,1,2025-06-20,2025-06-21,5.88,2012.66,67.09,2,1.6693994054780623,96.72,🔴 HIGH RISK – Act Now,442,2594.54,DONATE,2598.96,1473.33,22100,110.5,100.0,1.002,"Action: Donate. Potential savings: $2594.54, CO₂ reduction: 2598.96kg. 🌱 High sustainability impact.",✅ Confident action,6.6
WM9CA006,Tyson Bread 16oz,Perishable,Bakery,55,0,100,0,8.47,8.47,13,0.0,2,2025-06-27,2025-06-29,7.19,401.57,13.39,2,1.5683345378308489,78.76,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.47 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMD3BC11,Barilla Bread,Perishable,Bakery,3,0,229,0,9.24,9.24,20,0.0,1,2025-06-21,2025-06-22,3.36,616.74,20.56,1,6.32295736268597,63.44,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.24 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM3D1BD6,Uncle Ben's Sauce 12oz,Non-Perishable,Grocery,475,371,213,0,6.51,6.51,30,1.3,7,2025-06-19,2025-06-26,2.79,901.91,30.06,4,3.7924152370382,19.92,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMBD7173,Del Monte Pasta,Perishable,Grocery,446,145,331,1151,8.45,8.45,15,1.02,10,2025-06-26,2025-07-06,3.0,443.43,14.78,11,15.561569969917963,69.0,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.45 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,76.73
WM3541F4,Kellogg's Bread,Perishable,Bakery,22,0,388,0,9.03,9.03,34,0.0,1,2025-06-25,2025-06-26,0.65,1036.91,34.56,2,8.767360762727495,52.6,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMA92C60,Fresh Potatoes,Perishable,Produce,5,0,157,157,2.81,2.81,40,0.54,1,2025-06-27,2025-06-28,5.51,1188.02,39.6,3,3.636363776481081,90.19,🔴 HIGH RISK – Act Now,157,441.17,DONATE,865.07,523.33,7850,39.25,100.0,1.961,"Action: Donate. Potential savings: $441.17, CO₂ reduction: 865.07kg. 🌱 High sustainability impact.",✅ Confident action,3.92
WM5B4E84,Del Monte Cereal,Perishable,Grocery,335,5,61,13,6.04,6.04,4,1.2,9,2025-06-25,2025-07-04,3.37,134.02,4.47,2,11.633110165709988,72.38,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.04 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,3.25
WMD2B157,Canned Pasta 16oz,Non-Perishable,Grocery,483,78,476,1594,1.83,1.62,7,0.26,12,2025-07-01,2025-07-13,4.94,229.08,7.64,3,24.214660109032188,90.7,🔴 HIGH RISK – Act Now,1048,1917.84,Strategic Discount - Tier 1,5177.12,3493.33,52400,262.0,100.0,2.699,Action: Apply Tier 1 Strategic Discount. New price: $1.62 (11.5% reduction). Risk factor: 🔴 HIGH RISK – Act Now. 🌱 High sustainability impact.,✅ Confident action,227.71
WM0245B5,Great Value Cream 12oz,Perishable,Dairy,25,0,340,340,1.76,1.76,76,0.14,2,2025-06-27,2025-06-29,7.3,1338.56,44.62,4,5.042581922592079,100.0,🔴 HIGH RISK – Act Now,340,598.4,DONATE,2482.0,1133.33,17000,85.0,100.0,4.148,"Action: Donate. Potential savings: $598.40, CO₂ reduction: 2482.0kg. 🌱 High sustainability impact.",✅ Confident action,4.47
WM935D45,Tyson Bacon,Perishable,Meat,10,0,142,142,1.8,1.8,27,0.24,2,2025-06-23,2025-06-25,6.97,820.55,27.35,4,5.118829910322535,100.0,🔴 HIGH RISK – Act Now,142,255.6,DONATE,989.74,473.33,7100,35.5,100.0,3.872,"Action: Donate. Potential savings: $255.60, CO₂ reduction: 989.74kg. 🌱 High sustainability impact.",✅ Confident action,5.26
WMFDCA8E,Organic Cream 16oz,Perishable,Dairy,24,0,71,0,7.51,7.51,6,0.66,1,2025-06-28,2025-06-29,2.19,195.18,6.51,1,9.370199363338182,52.16,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM42E739,Organic Avocados 12oz,Perishable,Produce,7,0,110,110,3.06,3.06,83,0.57,2,2025-06-21,2025-06-23,4.44,2529.57,84.32,2,0.7945920332363644,70.01,🟠 MEDIUM RISK – Monitor,110,336.6,DONATE,488.4,366.67,5500,27.5,100.0,1.451,"Action: Donate. Potential savings: $336.60, CO₂ reduction: 488.4kg. 🌱 High sustainability impact.",✅ Confident action,1.33
WMCA836A,Kellogg's Cream 16oz,Perishable,Dairy,22,0,235,0,6.18,6.18,34,0.5,2,2025-07-01,2025-07-03,3.81,1035.85,34.53,3,2.9539531887025743,60.24,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.18 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
